race year,age group,gender,city,latitude,longitude,counts,,,,,,,,,
2002,20-30,female,Savigny,46.5383864,6.7321079,1,,,,,,,,,
2002,20-30,female,Saxon,34.9612325,-81.9673267,1,,,,,,,,,
2002,20-30,female,SchÃ_nis,47.1604116,9.0459705,1,,,,,,,,,
2002,20-30,female,Siebnen,47.1744948,8.897176,1,,,,,,,,,
2002,20-30,female,Sion,46.2331221,7.360626,1,,,,,,,,,
2002,20-30,female,St Blazey,50.363047,-4.717379,1,,,,,,,,,
2002,20-30,female,Stallikon,47.32495,8.48999,1,,,,,,,,,
2002,20-30,female,Steffisburg,46.7788438,7.6347832,1,,,,,,,,,
2002,20-30,female,Strasbourg,48.5734053,7.7521113,1,,,,,,,,,
2002,20-30,female,Thierrens,46.7040793,6.753842,1,,,,,,,,,
2002,20-30,female,Tschugg,47.0259262,7.0782281,1,,,,,,,,,
2002,20-30,female,Saint-Jean-d'Aulps,46.234581,6.655654,1,,,,,,,,,
2002,20-30,female,Liebefeld,46.933331,7.416668,1,,,,,,,,,
2002,20-30,female,Milvignes,46.9668714,6.8589727,1,,,,,,,,,
2002,20-30,female,Chamoson,46.2016649,7.2259937,1,,,,,,,,,
2002,20-30,female,Burgdorf,45.277123,-115.9129022,1,,,,,,,,,
2002,20-30,female,Bussigny-prÃ¨s-Lausanne,46.5517429,6.558615,1,,,,,,,,,
2002,20-30,female,BÃ_lach,47.5160671,8.5419603,1,,,,,,,,,
2002,20-30,female,Caluire-et-Cuire,45.79681,4.842426,1,,,,,,,,,
2002,20-30,female,Carouge,46.1829674,6.1378539,1,,,,,,,,,
2002,20-30,female,Carrouge,46.6043933,6.7748157,1,,,,,,,,,
2002,20-30,female,Cham,49.2238643,12.6620845,1,,,,,,,,,
2002,20-30,female,Cheseaux-NorÃ©az,46.7820058,6.6719386,1,,,,,,,,,
2002,20-30,female,Correvon,46.71547,6.73763,1,,,,,,,,,
2002,20-30,female,Cheseaux-sur-Lausanne,46.585452,6.6047712,1,,,,,,,,,
2002,20-30,female,Chexbres,46.481692,6.7788078,1,,,,,,,,,
2002,20-30,female,Clarens,-28.5143573,28.4104684,1,,,,,,,,,
2002,20-30,female,Colchester,51.895927,0.891874,1,,,,,,,,,
2002,20-30,female,Collombey,46.2710282,6.9459483,1,,,,,,,,,
2002,20-30,female,Collombey-Muraz,46.31156,6.92776,1,,,,,,,,,
2002,20-30,female,Corcelles-le-Jorat,46.6064999,6.7422889,1,,,,,,,,,
2002,20-30,female,Buchs,47.4584851,8.4410222,1,,,,,,,,,
2002,20-30,female,Buchillon,46.4693789,6.4200054,1,,,,,,,,,
2002,20-30,female,Bretigny-sur-Morrens,46.5980923,6.641246,1,,,,,,,,,
2002,20-30,female,Biberist,47.1818339,7.5577799,1,,,,,,,,,
2002,20-30,female,Aeugst am Albis,47.2677487,8.4852115,1,,,,,,,,,
2002,20-30,female,Allschwil,47.5528925,7.5433615,1,,,,,,,,,
2002,20-30,female,Alterswil,46.7948597,7.2603813,1,,,,,,,,,
2002,20-30,female,Annecy,45.8990887,6.1295411,1,,,,,,,,,
2002,20-30,female,Avenches,46.8806009,7.0427075,1,,,,,,,,,
2002,20-30,female,Baden,40.6350668,-80.2281159,1,,,,,,,,,
2002,20-30,female,Beaverton,45.4934104,-122.8203981,1,,,,,,,,,
2002,20-30,female,Begnins,46.4408426,6.2477524,1,,,,,,,,,
2002,20-30,female,Belmont-sur-Yverdon,46.7453758,6.624103,1,,,,,,,,,
2002,20-30,female,Berne,40.6578242,-84.9519115,1,,,,,,,,,
2002,20-30,female,Bernex,46.1771419,6.0764849,1,,,,,,,,,
2002,20-30,female,Berolle,46.558338,6.3369412,1,,,,,,,,,
2002,20-30,female,BesanÃ§on,47.237829,6.0240539,1,,,,,,,,,
2002,20-30,female,Bettlach,47.2026836,7.4241066,1,,,,,,,,,
2002,20-30,female,Bevaix,46.9307449,6.8151887,1,,,,,,,,,
2002,20-30,female,Corminboeuf,46.8111587,7.1058977,1,,,,,,,,,
2002,20-30,female,Corsier-sur-Vevey,46.4725243,6.8482854,1,,,,,,,,,
2002,20-30,female,Mignovillard,46.791679,6.126572,1,,,,,,,,,
2002,20-30,female,Le Chenit,46.60578,6.23251,1,,,,,,,,,
2002,20-30,female,Ittigen,46.9761433,7.4818936,1,,,,,,,,,
2002,20-30,female,Kaltbrunn,47.2133136,9.0250732,1,,,,,,,,,
2002,20-30,female,Kriechenwil,46.9117651,7.2277918,1,,,,,,,,,
2002,20-30,female,Kriens,47.0341978,8.2772552,1,,,,,,,,,
2002,20-30,female,KÃ¶niz,46.895023,7.3510128,1,,,,,,,,,
2002,20-30,female,KÃ_ssnacht,47.0843237,8.4431621,1,,,,,,,,,
2002,20-30,female,L'Abbaye,46.6210206,6.2706192,1,,,,,,,,,
2002,20-30,female,Les Diablerets,46.351389,7.158056,1,,,,,,,,,
2002,20-30,female,Courgenay,47.4031793,7.1268158,1,,,,,,,,,
2002,20-30,female,Les Rousses,46.48434,6.061806,1,,,,,,,,,
2002,20-30,female,Adligenswil,47.071186,8.3647405,1,,,,,,,,,
2002,20-30,female,Lonay,46.5266468,6.5205487,1,,,,,,,,,
2002,20-30,female,Lufingen,47.4896701,8.5942872,1,,,,,,,,,
2002,20-30,female,Massongy,46.3180679,6.330479,1,,,,,,,,,
2002,20-30,female,Metzingen,48.5398997,9.2864061,1,,,,,,,,,
2002,20-30,female,Meyrin,46.2283204,6.070988,1,,,,,,,,,
2002,20-30,female,IsÃ©rables,46.1625122,7.2444663,1,,,,,,,,,
2002,20-30,female,Homberg,46.7731573,7.6794276,1,,,,,,,,,
2002,20-30,female,Hermenches,46.6419622,6.7602436,1,,,,,,,,,
2002,20-30,female,Gutenberg,49.8800954,7.7992234,1,,,,,,,,,
2002,20-30,female,Crans-prÃ¨s-CÃ©ligny,46.3598471,6.2064619,1,,,,,,,,,
2002,20-30,female,DelÃ©mont,47.365837,7.3451555,1,,,,,,,,,
2002,20-30,female,Egnach,47.5287304,9.3698905,1,,,,,,,,,
2002,20-30,female,Famat,7.783333,31.883333,1,,,,,,,,,
2002,20-30,female,Ferney-Voltaire,46.257632,6.108669,1,,,,,,,,,
2002,20-30,female,Fully,46.1385386,7.1181106,1,,,,,,,,,
2002,20-30,female,Gaiserwald,47.440205,9.3478461,1,,,,,,,,,
2002,20-30,female,Genf,46.2105932,6.1440285,1,,,,,,,,,
2002,20-30,female,Geroldswil,47.4239976,8.4117709,1,,,,,,,,,
2002,20-30,female,Gimel,46.5089236,6.3070078,1,,,,,,,,,
2002,20-30,female,Gorlice,49.6546159,21.1596321,1,,,,,,,,,
2002,20-30,female,Grand-Saconnex,46.2331904,6.1231633,1,,,,,,,,,
2002,20-30,female,Grandson,46.8092091,6.6457678,1,,,,,,,,,
2002,20-30,female,Grenchen,47.1922876,7.3958907,1,,,,,,,,,
2002,20-30,female,Gryon,46.28317,7.07074,1,,,,,,,,,
2002,20-30,female,Ã‰tagniÃ¨res,46.5998975,6.6129185,1,,,,,,,,,
2002,20-30,male,Lausanne,46.5196535,6.6322734,79,,,,,,,,,
2002,20-30,male,ZÃ_rich,47.3768866,8.541694,21,,,,,,,,,
2002,20-30,male,Geneva,46.2043907,6.1431577,16,,,,,,,,,
2002,20-30,male,Pully,46.5092681,6.6654949,12,,,,,,,,,
2002,20-30,male,Morges,46.5088127,6.4961301,8,,,,,,,,,
2002,20-30,male,Vevey,46.4628333,6.8419192,8,,,,,,,,,
2002,20-30,male,Crissier,46.5518687,6.5743458,8,,,,,,,,,
2002,20-30,male,Ecublens,46.5296363,6.5615252,8,,,,,,,,,
2002,20-30,male,Renens,46.53381,6.59137,7,,,,,,,,,
2002,20-30,male,NeuchÃ¢tel,46.9899874,6.9292732,7,,,,,,,,,
2002,20-30,male,Bernex,46.1771419,6.0764849,6,,,,,,,,,
2002,20-30,male,Basel,47.5595986,7.5885761,5,,,,,,,,,
2002,20-30,male,Bern,46.9479739,7.4474468,5,,,,,,,,,
2002,20-30,male,La Tour-de-Peilz,46.4533165,6.8612781,5,,,,,,,,,
2002,20-30,male,Nyon,46.3832683,6.2347852,5,,,,,,,,,
2002,20-30,male,Saint-Sulpice,46.510114,6.5581951,4,,,,,,,,,
2002,20-30,male,Cheseaux-sur-Lausanne,46.585452,6.6047712,4,,,,,,,,,
2002,20-30,male,Yverdon-les-Bains,46.7784736,6.641183,4,,,,,,,,,
2002,20-30,male,Clarens,-28.5143573,28.4104684,4,,,,,,,,,
2002,20-30,male,Ã‰challens,46.6410996,6.6344508,4,,,,,,,,,
2002,20-30,male,St Gallen,47.4244818,9.3767173,4,,,,,,,,,
2002,20-30,male,Biel/Bienne,47.1367785,7.2467909,3,,,,,,,,,
2002,20-30,male,Carouge,46.1829674,6.1378539,3,,,,,,,,,
2002,20-30,male,Chexbres,46.481692,6.7788078,3,,,,,,,,,
2002,20-30,male,Romanshorn,47.5657078,9.3771959,3,,,,,,,,,
2002,20-30,male,Collombey,46.2710282,6.9459483,3,,,,,,,,,
2002,20-30,male,Sion,46.2331221,7.360626,3,,,,,,,,,
2002,20-30,male,Ã‰vian-les-Bains,46.401488,6.590949,3,,,,,,,,,
2002,20-30,male,Corseaux,46.4702528,6.8289971,3,,,,,,,,,
2002,20-30,male,Strasbourg,48.5734053,7.7521113,3,,,,,,,,,
2002,20-30,male,La Chaux-de-Fonds,47.1034892,6.8327838,3,,,,,,,,,
2002,20-30,male,Ollon,46.30084,7.0428401,3,,,,,,,,,
2002,20-30,male,Les Rousses,46.48434,6.061806,2,,,,,,,,,
2002,20-30,male,Montreux,46.4312213,6.9106799,2,,,,,,,,,
2002,20-30,male,Martigny,46.1049798,7.0755334,2,,,,,,,,,
2002,20-30,male,Sierre,46.2941311,7.5335362,2,,,,,,,,,
2002,20-30,male,Lyons,43.064593,-76.9899499,2,,,,,,,,,
2002,20-30,male,Muri bei Bern,46.9350521,7.4984728,2,,,,,,,,,
2002,20-30,male,CourtÃ©telle,47.3427221,7.3171201,2,,,,,,,,,
2002,20-30,male,Murten,46.9292211,7.120184,2,,,,,,,,,
2002,20-30,male,Lucens,46.7082614,6.8389176,2,,,,,,,,,
2002,20-30,male,Cugy,46.5851396,6.6402929,2,,,,,,,,,
2002,20-30,male,Remicourt,48.287338,6.057081,2,,,,,,,,,
2002,20-30,male,Sainte-Croix,46.8217968,6.5022222,2,,,,,,,,,
2002,20-30,male,Saint-LÃ©gier-La ChiÃ©saz,46.4717185,6.8767709,2,,,,,,,,,
2002,20-30,male,Portland,45.565921,-122.6066627,2,,,,,,,,,
2002,20-30,male,Prilly,46.5346449,6.6052401,2,,,,,,,,,
2002,20-30,male,Romanel-sur-Lausanne,46.5630648,6.603945,2,,,,,,,,,
2002,20-30,male,Fribourg,46.8064773,7.1619719,2,,,,,,,,,
2002,20-30,male,Gorlice,49.6546159,21.1596321,2,,,,,,,,,
2002,20-30,male,Gorizia,45.9401812,13.6201754,2,,,,,,,,,
2002,20-30,male,Montcherand,46.73381,6.50864,2,,,,,,,,,
2002,20-30,male,Chavornay,46.7088129,6.5707689,2,,,,,,,,,
2002,20-30,male,Biasca,46.3580008,8.9704651,2,,,,,,,,,
2002,20-30,male,Aigle,46.3190253,6.970566,2,,,,,,,,,
2002,20-30,male,Zug,47.1661672,8.5154946,2,,,,,,,,,
2002,20-30,male,Bavois,46.6860182,6.5653718,2,,,,,,,,,
2002,20-30,male,Chavannes-prÃ¨s-Renens,46.5316376,6.5749696,2,,,,,,,,,
2002,20-30,male,Baden,40.6350668,-80.2281159,2,,,,,,,,,
2002,20-30,male,Vallorbe,46.7119965,6.3791102,2,,,,,,,,,
2002,20-30,male,Stammbach,50.1452007,11.6900326,1,,,,,,,,,
2002,20-30,male,Oberrohrdorf,47.423424,8.3155322,1,,,,,,,,,
2002,20-30,male,Vulbens,46.101439,5.931858,1,,,,,,,,,
2002,20-30,male,Olten,47.3499624,7.9037034,1,,,,,,,,,
2002,20-30,male,Orbe,46.7293301,6.5323588,1,,,,,,,,,
2002,20-30,male,Orny,46.6673781,6.5260641,1,,,,,,,,,
2002,20-30,male,Oron-le-ChÃ¢tel,46.5711878,6.8427243,1,,,,,,,,,
2002,20-30,male,Vufflens-la-Ville,46.5787989,6.539418,1,,,,,,,,,
2002,20-30,male,VÃ©troz,46.2257544,7.2819706,1,,,,,,,,,
2002,20-30,male,Ostermundigen,46.9577083,7.4873069,1,,,,,,,,,
2002,20-30,male,Vouvry,46.3363829,6.8910112,1,,,,,,,,,
2002,20-30,male,Ozark,37.0682911,-93.23185,1,,,,,,,,,
2002,20-30,male,Paris,48.8823761,2.3822917,1,,,,,,,,,
2002,20-30,male,Paudex,46.5051579,6.6723034,1,,,,,,,,,
2002,20-30,male,Payerne,46.8220266,6.9405663,1,,,,,,,,,
2002,20-30,male,Pontivy,48.066152,-2.967056,1,,,,,,,,,
2002,20-30,male,Obergerlafingen,47.1614,7.58404,1,,,,,,,,,
2002,20-30,male,New York,40.7258994,-74.0061237,1,,,,,,,,,
2002,20-30,male,North Haven,41.3608201,-72.8715787,1,,,,,,,,,
2002,20-30,male,Zermatt,46.0207133,7.749117,1,,,,,,,,,
2002,20-30,male,Monthey,46.2521873,6.9469598,1,,,,,,,,,
2002,20-30,male,Ã‰palinges,46.5488573,6.674199,1,,,,,,,,,
2002,20-30,male,Montreux,46.432164,6.9255565,1,,,,,,,,,
2002,20-30,male,Montreux,46.4458626,6.9100662,1,,,,,,,,,
2002,20-30,male,Morrens,46.5910697,6.6256805,1,,,,,,,,,
2002,20-30,male,Moudon,46.6698891,6.7975224,1,,,,,,,,,
2002,20-30,male,Zuchwil,47.203546,7.5579858,1,,,,,,,,,
2002,20-30,male,Zell,47.4569,8.7747,1,,,,,,,,,
2002,20-30,male,Waldenburg,49.1832843,9.6385802,1,,,,,,,,,
2002,20-30,male,Muszyna,49.3565901,20.8971615,1,,,,,,,,,
2002,20-30,male,Muttenz,47.5279292,7.6476369,1,,,,,,,,,
2002,20-30,male,MÃ©tabief,46.773705,6.350552,1,,,,,,,,,
2002,20-30,male,MÃ_nsingen,46.8746813,7.5627528,1,,,,,,,,,
2002,20-30,male,Wichita,37.650911,-97.372389,1,,,,,,,,,
2002,20-30,male,Neuenkirch,47.07058,8.19928,1,,,,,,,,,
2002,20-30,male,PoznaÅ„,52.3942871,16.8945007,1,,,,,,,,,
2002,20-30,male,Viriat,46.253209,5.216721,1,,,,,,,,,
2002,20-30,male,Villers-le-Lac,47.059247,6.667754,1,,,,,,,,,
2002,20-30,male,Villeurbanne,45.771944,4.8901709,1,,,,,,,,,
2002,20-30,male,Suresnes,48.869798,2.219033,1,,,,,,,,,
2002,20-30,male,Ubstadt-Weiher,49.1892771,8.6291036,1,,,,,,,,,
2002,20-30,male,Saint-Ã‰tienne,45.439695,4.3871779,1,,,,,,,,,
2002,20-30,male,Montherod,46.4985692,6.36594,1,,,,,,,,,
2002,20-30,male,SaviÃ¨se,46.2511752,7.3491581,1,,,,,,,,,
2002,20-30,male,SaÃ´ne,47.225555,6.116118,1,,,,,,,,,
2002,20-30,male,Schaffhausen,47.6958897,8.6380489,1,,,,,,,,,
2002,20-30,male,Troistorrents,46.23624,6.8532,1,,,,,,,,,
2002,20-30,male,Schlieren,47.3982611,8.448795,1,,,,,,,,,
2002,20-30,male,Schmitten,50.2696397,8.4422899,1,,,,,,,,,
2002,20-30,male,Seltisberg,47.4597027,7.7174137,1,,,,,,,,,
2002,20-30,male,Seuzach,47.5364829,8.7363317,1,,,,,,,,,
2002,20-30,male,Troistorrents,46.2312995,6.9194416,1,,,,,,,,,
2002,20-30,male,Torun,53.0137902,18.5984437,1,,,,,,,,,
2002,20-30,male,Thalwil,47.2949282,8.5644799,1,,,,,,,,,
2002,20-30,male,Sirnach,47.4618426,8.9968358,1,,,,,,,,,
2002,20-30,male,Surpierre,46.746642,6.8586731,1,,,,,,,,,
2002,20-30,male,St-Imier,47.1522207,6.9962252,1,,,,,,,,,
2002,20-30,male,Saint-Prex,46.4829113,6.4583435,1,,,,,,,,,
2002,20-30,male,Urdorf,47.3867071,8.420693,1,,,,,,,,,
2002,20-30,male,Saint-Jean-d'Aulps,46.234581,6.655654,1,,,,,,,,,
2002,20-30,male,Vesancy,46.348134,6.089217,1,,,,,,,,,
2002,20-30,male,Puidoux,46.4988452,6.7691772,1,,,,,,,,,
2002,20-30,male,Ville-la-Grand,46.2016149,6.2471439,1,,,,,,,,,
2002,20-30,male,Puplinge,46.2105553,6.2317139,1,,,,,,,,,
2002,20-30,male,Puteaux,48.884748,2.23964,1,,,,,,,,,
2002,20-30,male,Rechthalten,46.7678316,7.2406632,1,,,,,,,,,
2002,20-30,male,Villars-Sainte-Croix,46.5679792,6.561225,1,,,,,,,,,
2002,20-30,male,Regensdorf,47.4421954,8.4649434,1,,,,,,,,,
2002,20-30,male,Richterswil,47.2053892,8.7070691,1,,,,,,,,,
2002,20-30,male,Saint-Germain-Nuelles,45.853056,4.6120727,1,,,,,,,,,
2002,20-30,male,Valeyres-sous-Montagny,46.7989335,6.6088389,1,,,,,,,,,
2002,20-30,male,Rivaz,46.4764133,6.7786131,1,,,,,,,,,
2002,20-30,male,Rolle,46.4612971,6.3397549,1,,,,,,,,,
2002,20-30,male,Valbroye,46.7558,6.90078,1,,,,,,,,,
2002,20-30,male,Val-de-Travers,46.9262933,6.6324944,1,,,,,,,,,
2002,20-30,male,Saint-Genis-Pouilly,46.2437479,6.02513,1,,,,,,,,,
2002,20-30,male,Uzwil,47.4445793,9.1412359,1,,,,,,,,,
2002,20-30,male,Salmsach,47.5547407,9.370913,1,,,,,,,,,
2002,20-30,male,Aarberg,47.0420553,7.2751012,1,,,,,,,,,
2002,20-30,male,Milvignes,46.9668714,6.8589727,1,,,,,,,,,
2002,20-30,male,Dijon,47.322047,5.04148,1,,,,,,,,,
2002,20-30,male,Bussigny-prÃ¨s-Lausanne,46.5517429,6.558615,1,,,,,,,,,
2002,20-30,male,Censeau,46.814398,6.0673199,1,,,,,,,,,
2002,20-30,male,ChÃ¢tel-Saint-Denis,46.5269159,6.9010895,1,,,,,,,,,
2002,20-30,male,ChÃªne-Bourg,46.19735,6.19731,1,,,,,,,,,
2002,20-30,male,Commugny,46.3187046,6.1774577,1,,,,,,,,,
2002,20-30,male,CompiÃ¨gne,49.417816,2.826145,1,,,,,,,,,
2002,20-30,male,Confignon,46.1740305,6.0835592,1,,,,,,,,,
2002,20-30,male,Conthey,46.2244777,7.303512,1,,,,,,,,,
2002,20-30,male,Conthey,46.25467,7.30361,1,,,,,,,,,
2002,20-30,male,Corpataux-Magnedens,46.7423637,7.0964131,1,,,,,,,,,
2002,20-30,male,Corsier,46.2626576,6.2250271,1,,,,,,,,,
2002,20-30,male,Corsier-sur-Vevey,46.4725243,6.8482854,1,,,,,,,,,
2002,20-30,male,Cossonay,46.6135327,6.5081849,1,,,,,,,,,
2002,20-30,male,Courgenay,47.4031793,7.1268158,1,,,,,,,,,
2002,20-30,male,Courtaman,46.872,7.13,1,,,,,,,,,
2002,20-30,male,Crans-Montana,46.3093274,7.4958843,1,,,,,,,,,
2002,20-30,male,Crans-Montana,46.3118579,7.4823527,1,,,,,,,,,
2002,20-30,male,Crans-prÃ¨s-CÃ©ligny,46.3598471,6.2064619,1,,,,,,,,,
2002,20-30,male,Cranves-Sales,46.1876419,6.292593,1,,,,,,,,,
2002,20-30,male,Croy,55.96113,-4.0395559,1,,,,,,,,,
2002,20-30,male,Davos,46.7918094,9.8209475,1,,,,,,,,,
2002,20-30,male,DelÃ©mont,47.365837,7.3451555,1,,,,,,,,,
2002,20-30,male,Denges,46.529121,6.540508,1,,,,,,,,,
2002,20-30,male,Buschwiller,47.558628,7.507415,1,,,,,,,,,
2002,20-30,male,Bulle,46.6154512,7.0577268,1,,,,,,,,,
2002,20-30,male,Buchs,47.1655403,9.4708594,1,,,,,,,,,
2002,20-30,male,Ballaigues,46.7296887,6.4159236,1,,,,,,,,,
2002,20-30,male,Aidlingen,48.6790564,8.8957465,1,,,,,,,,,
2002,20-30,male,Aix-les-Bains,45.692341,5.908998,1,,,,,,,,,
2002,20-30,male,Allschwil,47.5528925,7.5433615,1,,,,,,,,,
2002,20-30,male,Ambilly,46.194109,6.223001,1,,,,,,,,,
2002,20-30,male,Ammerswil,47.3694701,8.2069648,1,,,,,,,,,
2002,20-30,male,Aubonne,46.4953291,6.3918325,1,,,,,,,,,
2002,20-30,male,Ayent,46.2765711,7.4058146,1,,,,,,,,,
2002,20-30,male,Baden,47.4550943,8.287015,1,,,,,,,,,
2002,20-30,male,Bagnes,46.08014,7.21048,1,,,,,,,,,
2002,20-30,male,Bagnes,46.0960814,7.2285512,1,,,,,,,,,
2002,20-30,male,Bardonnex,46.1445989,6.1361365,1,,,,,,,,,
2002,20-30,male,Brugg,47.4867355,8.2109103,1,,,,,,,,,
2002,20-30,male,Beaverton,45.4934104,-122.8203981,1,,,,,,,,,
2002,20-30,male,Bellegarde-sur-Valserine,46.107599,5.826179,1,,,,,,,,,
2002,20-30,male,Belmont-sur-Lausanne,46.5191267,6.6789123,1,,,,,,,,,
2002,20-30,male,Berg,47.241667,8.958333,1,,,,,,,,,
2002,20-30,male,Berikon,47.352,8.37021,1,,,,,,,,,
2002,20-30,male,Biberist,47.1818339,7.5577799,1,,,,,,,,,
2002,20-30,male,Biel-Benken,47.506272,7.5255321,1,,,,,,,,,
